1001 47978
876 60 1.0
876 161 23.0
876 183 29.0
876 255 34.0
876 293 34.0
876 340 40.0
876 377 5.0
876 397 5.0
876 438 36.0
876 446 31.0
876 447 8.0
876 465 35.0
876 530 6.0
876 548 6.0
876 572 18.0
876 577 24.0
876 594 18.0
876 596 24.0
876 605 29.0
876 655 27.0
876 657 4.0
876 683 12.0
876 692 9.0
876 694 43.0
876 714 6.0
876 716 24.0
876 769 28.0
876 836 26.0
876 843 20.0
876 855 29.0
876 877 43.0
876 879 14.0
876 923 6.0
876 965 40.0
876 967 46.0
876 989 33.0
876 995 17.0
877 35 31.0
877 36 15.0
877 52 24.0
877 120 13.0
877 192 37.0
877 218 24.0
877 246 1.0
877 251 38.0
877 262 1.0
877 269 7.0
877 294 19.0
877 296 46.0
877 326 9.0
877 338 36.0
877 382 24.0
877 383 43.0
877 423 21.0
877 428 0.0
877 462 44.0
877 476 22.0
877 489 35.0
877 496 3.0
877 497 9.0
877 498 5.0
877 571 36.0
877 579 10.0
877 591 17.0
877 644 45.0
877 648 16.0
877 666 40.0
877 733 0.0
877 786 29.0
877 799 1.0
877 801 1.0
877 805 14.0
877 842 3.0
877 858 9.0
877 875 23.0
877 879 32.0
877 889 22.0
877 905 50.0
877 912 33.0
877 964 0.0
877 985 2.0
878 18 42.0
878 31 37.0
878 53 16.0
878 57 32.0
878 112 37.0
878 128 32.0
878 173 30.0
878 182 6.0
878 185 38.0
878 203 23.0
878 206 0.0
878 219 31.0
878 242 45.0
878 286 26.0
878 291 3.0
878 307 39.0
878 361 7.0
878 384 47.0
878 418 30.0
878 438 34.0
878 439 33.0
878 456 37.0
878 470 44.0
878 471 20.0
878 528 5.0
878 596 11.0
878 619 39.0
878 635 39.0
878 656 40.0
878 660 34.0
878 763 7.0
878 897 23.0
878 900 8.0
878 950 3.0
878 990 21.0
879 3 43.0
879 12 4.0
879 40 0.0
879 42 49.0
879 67 14.0
879 151 1.0
879 170 24.0
879 171 31.0
879 203 43.0
879 215 7.0
879 276 11.0
879 320 22.0
879 324 2.0
879 358 47.0
879 360 20.0
879 370 15.0
879 415 26.0
879 425 34.0
879 457 28.0
879 459 4.0
879 505 3.0
879 517 37.0
879 529 15.0
879 545 50.0
879 588 36.0
879 601 40.0
879 605 14.0
879 656 34.0
879 674 23.0
879 686 46.0
879 692 21.0
879 695 19.0
879 700 25.0
879 711 34.0
879 777 34.0
879 783 48.0
879 787 42.0
879 797 41.0
879 849 9.0
879 858 24.0
879 864 38.0
879 877 51.0
879 880 50.0
879 905 5.0
879 915 22.0
879 916 18.0
879 978 28.0
879 988 2.0
879 1000 3.0
880 56 47.0
880 70 6.0
880 83 32.0
880 93 36.0
880 121 44.0
880 208 7.0
880 209 6.0
880 210 49.0
880 212 43.0
880 222 13.0
880 227 36.0
880 231 30.0
880 267 17.0
880 294 6.0
880 301 39.0
880 393 0.0
880 427 6.0
880 439 7.0
880 443 41.0
880 466 18.0
880 472 39.0
880 473 11.0
880 478 20.0
880 500 27.0
880 511 23.0
880 569 22.0
880 585 18.0
880 594 14.0
880 606 34.0
880 611 22.0
880 626 18.0
880 655 8.0
880 681 1.0
880 686 17.0
880 728 17.0
880 764 33.0
880 772 34.0
880 774 24.0
880 775 48.0
880 782 40.0
880 792 37.0
880 799 8.0
880 803 37.0
880 805 45.0
880 827 21.0
880 843 40.0
880 856 13.0
880 865 49.0
880 876 51.0
880 877 44.0
880 929 43.0
880 950 20.0
880 977 0.0
880 989 13.0
881 6 23.0
881 7 8.0
881 40 26.0
881 56 20.0
881 68 16.0
881 71 3.0
881 81 9.0
881 96 11.0
881 107 15.0
881 108 27.0
881 181 5.0
881 205 3.0
881 238 31.0
881 251 19.0
881 272 37.0
881 305 23.0
881 341 17.0
881 362 21.0
881 390 43.0
881 408 40.0
881 421 23.0
881 471 6.0
881 508 29.0
881 519 19.0
881 532 5.0
881 595 8.0
881 629 9.0
881 643 24.0
881 659 29.0
881 662 35.0
881 686 4.0
881 715 0.0
881 743 22.0
881 781 39.0
881 844 20.0
881 859 46.0
881 875 10.0
881 893 44.0
881 937 33.0
881 950 11.0
882 31 15.0
882 36 3.0
882 53 12.0
882 80 19.0
882 96 36.0
882 100 42.0
882 114 29.0
882 124 32.0
882 150 10.0
882 154 24.0
882 182 34.0
882 208 3.0
882 295 23.0
882 332 38.0
882 333 13.0
882 356 49.0
882 404 33.0
882 415 19.0
882 425 25.0
882 449 33.0
882 450 4.0
882 469 31.0
882 470 20.0
882 499 30.0
882 554 17.0
882 563 10.0
882 577 20.0
882 614 26.0
882 627 28.0
882 644 46.0
882 703 22.0
882 743 18.0
882 767 49.0
882 783 18.0
882 876 12.0
882 884 28.0
882 889 5.0
882 900 36.0
882 920 8.0
882 929 41.0
882 944 31.0
882 979 42.0
882 981 48.0
882 988 28.0
882 990 51.0
883 3 37.0
883 73 8.0
883 78 31.0
883 96 40.0
883 286 4.0
883 295 33.0
883 325 23.0
883 326 7.0
883 364 28.0
883 412 23.0
883 418 6.0
883 423 30.0
883 436 23.0
883 443 27.0
883 448 28.0
883 489 20.0
883 506 23.0
883 523 8.0
883 524 15.0
883 546 14.0
883 559 14.0
883 578 15.0
883 591 5.0
883 601 22.0
883 608 45.0
883 613 36.0
883 692 41.0
883 721 34.0
883 744 3.0
883 779 8.0
883 819 44.0
883 905 0.0
883 913 31.0
883 918 26.0
883 931 24.0
883 952 21.0
883 964 31.0
883 967 1.0
883 973 27.0
884 20 26.0
884 32 19.0
884 63 0.0
884 71 11.0
884 106 5.0
884 122 21.0
884 124 20.0
884 125 28.0
884 130 43.0
884 136 27.0
884 159 9.0
884 199 22.0
884 217 41.0
884 224 37.0
884 253 30.0
884 261 20.0
884 289 34.0
884 351 37.0
884 382 0.0
884 385 40.0
884 405 46.0
884 423 33.0
884 426 42.0
884 457 40.0
884 486 37.0
884 520 5.0
884 575 41.0
884 589 4.0
884 596 26.0
884 630 23.0
884 659 2.0
884 667 33.0
884 673 43.0
884 675 18.0
884 677 10.0
884 730 28.0
884 755 32.0
884 803 15.0
884 852 2.0
884 866 48.0
884 908 5.0
884 925 18.0
884 998 12.0
885 73 24.0
885 75 22.0
885 136 19.0
885 139 12.0
885 145 22.0
885 146 42.0
885 148 44.0
885 151 28.0
885 171 10.0
885 173 7.0
885 189 49.0
885 246 27.0
885 265 42.0
885 278 44.0
885 307 39.0
885 314 9.0
885 334 27.0
885 357 39.0
885 444 13.0
885 446 27.0
885 456 46.0
885 472 22.0
885 507 0.0
885 524 1.0
885 540 26.0
885 541 45.0
885 582 39.0
885 586 4.0
885 588 13.0
885 600 22.0
885 602 49.0
885 670 23.0
885 675 31.0
885 687 25.0
885 742 43.0
885 793 49.0
885 817 25.0
885 849 14.0
885 982 43.0
885 996 15.0
886 30 27.0
886 33 23.0
886 39 17.0
886 47 32.0
886 50 1.0
886 73 36.0
886 85 29.0
886 98 28.0
886 106 0.0
886 122 36.0
886 161 15.0
886 162 1.0
886 197 37.0
886 208 34.0
886 224 19.0
886 255 7.0
886 302 23.0
886 317 6.0
886 362 45.0
886 364 41.0
886 370 37.0
886 379 20.0
886 382 9.0
886 391 14.0
886 416 18.0
886 428 23.0
886 440 13.0
886 485 38.0
886 506 39.0
886 564 23.0
886 569 26.0
886 634 36.0
886 675 9.0
886 688 36.0
886 742 24.0
886 755 44.0
886 764 13.0
886 776 6.0
886 799 45.0
886 814 30.0
886 826 29.0
886 843 9.0
886 873 8.0
886 895 5.0
886 975 14.0
886 977 28.0
886 983 11.0
886 992 30.0
887 49 6.0
887 61 25.0
887 66 17.0
887 74 29.0
887 84 39.0
887 92 47.0
887 108 16.0
887 110 14.0
887 183 29.0
887 311 38.0
887 342 14.0
887 343 15.0
887 345 13.0
887 376 44.0
887 379 5.0
887 403 12.0
887 486 48.0
887 494 44.0
887 535 26.0
887 546 15.0
887 562 9.0
887 563 21.0
887 565 6.0
887 635 0.0
887 729 35.0
887 772 50.0
887 795 51.0
887 796 52.0
887 797 7.0
887 854 49.0
887 907 29.0
887 917 46.0
887 918 11.0
887 933 7.0
887 990 50.0
888 18 44.0
888 19 5.0
888 28 37.0
888 53 12.0
888 114 32.0
888 150 31.0
888 209 10.0
888 212 1.0
888 219 15.0
888 225 22.0
888 254 45.0
888 257 31.0
888 258 12.0
888 260 29.0
888 262 5.0
888 291 32.0
888 294 28.0
888 325 41.0
888 329 45.0
888 363 36.0
888 370 42.0
888 377 0.0
888 400 15.0
888 411 34.0
888 416 3.0
888 443 40.0
888 466 45.0
888 489 18.0
888 506 13.0
888 554 36.0
888 556 45.0
888 593 7.0
888 611 33.0
888 637 49.0
888 643 8.0
888 659 14.0
888 711 1.0
888 760 50.0
888 763 6.0
888 764 24.0
888 779 29.0
888 784 18.0
888 787 5.0
888 807 30.0
888 819 14.0
888 821 6.0
888 828 14.0
888 843 37.0
888 868 40.0
888 963 33.0
888 992 19.0
889 36 21.0
889 55 38.0
889 74 39.0
889 80 12.0
889 90 31.0
889 99 31.0
889 109 42.0
889 145 43.0
889 183 2.0
889 246 43.0
889 255 16.0
889 268 9.0
889 280 33.0
889 303 39.0
889 307 36.0
889 341 24.0
889 358 45.0
889 390 20.0
889 422 9.0
889 466 8.0
889 468 17.0
889 522 35.0
889 545 45.0
889 565 1.0
889 644 6.0
889 675 30.0
889 681 41.0
889 682 8.0
889 696 29.0
889 716 0.0
889 721 40.0
889 747 7.0
889 796 19.0
889 809 5.0
889 811 39.0
889 840 0.0
889 842 31.0
889 861 35.0
889 898 40.0
889 901 36.0
889 907 47.0
889 922 48.0
889 947 44.0
889 979 23.0
889 991 43.0
889 995 37.0
890 38 35.0
890 100 12.0
890 136 30.0
890 159 6.0
890 183 18.0
890 231 3.0
890 259 31.0
890 274 26.0
890 356 6.0
890 392 24.0
890 409 4.0
890 414 2.0
890 421 23.0
890 448 9.0
890 460 26.0
890 462 24.0
890 471 16.0
890 498 37.0
890 537 7.0
890 574 9.0
890 598 34.0
890 606 38.0
890 609 17.0
890 672 26.0
890 687 39.0
890 698 6.0
890 737 39.0
890 748 23.0
890 783 23.0
890 798 11.0
890 805 20.0
890 824 35.0
890 827 29.0
890 882 10.0
890 925 27.0
890 969 8.0
891 101 35.0
891 137 0.0
891 167 31.0
891 189 36.0
891 217 8.0
891 235 45.0
891 236 25.0
891 342 16.0
891 351 18.0
891 360 7.0
891 362 30.0
891 363 5.0
891 380 28.0
891 387 26.0
891 405 13.0
891 435 21.0
891 466 15.0
891 502 9.0
891 506 22.0
891 516 0.0
891 546 23.0
891 552 14.0
891 569 2.0
891 600 21.0
891 603 15.0
891 618 29.0
891 628 31.0
891 643 24.0
891 648 9.0
891 716 17.0
891 749 20.0
891 756 11.0
891 774 39.0
891 793 50.0
891 798 41.0
891 802 44.0
891 823 2.0
891 835 17.0
891 846 13.0
891 870 3.0
891 877 40.0
891 961 50.0
891 985 47.0
891 987 35.0
892 76 7.0
892 87 18.0
892 174 26.0
892 189 21.0
892 238 0.0
892 265 3.0
892 311 23.0
892 320 1.0
892 356 22.0
892 447 17.0
892 454 10.0
892 492 29.0
892 495 19.0
892 522 44.0
892 549 4.0
892 595 40.0
892 601 14.0
892 606 29.0
892 635 46.0
892 639 31.0
892 659 11.0
892 668 19.0
892 674 0.0
892 694 2.0
892 728 34.0
892 750 9.0
892 768 16.0
892 779 29.0
892 802 28.0
892 811 4.0
892 851 23.0
892 868 25.0
892 874 4.0
892 898 0.0
892 919 13.0
892 928 15.0
892 941 18.0
892 967 31.0
893 19 26.0
893 53 19.0
893 59 13.0
893 62 23.0
893 120 28.0
893 135 4.0
893 171 5.0
893 183 4.0
893 300 44.0
893 323 15.0
893 355 40.0
893 381 9.0
893 414 15.0
893 416 38.0
893 447 31.0
893 475 18.0
893 486 39.0
893 566 33.0
893 598 21.0
893 625 47.0
893 629 39.0
893 634 11.0
893 645 3.0
893 650 15.0
893 659 38.0
893 674 43.0
893 695 44.0
893 705 21.0
893 739 25.0
893 799 33.0
893 802 27.0
893 841 33.0
893 857 26.0
893 875 15.0
893 881 50.0
893 896 25.0
893 959 4.0
893 962 38.0
893 969 30.0
893 987 47.0
894 21 24.0
894 42 37.0
894 56 18.0
894 58 44.0
894 93 25.0
894 97 36.0
894 112 28.0
894 167 29.0
894 175 0.0
894 201 18.0
894 213 14.0
894 220 10.0
894 231 6.0
894 237 32.0
894 294 25.0
894 295 48.0
894 298 13.0
894 323 38.0
894 375 32.0
894 382 34.0
894 412 29.0
894 414 44.0
894 418 33.0
894 421 16.0
894 431 6.0
894 434 21.0
894 436 32.0
894 469 10.0
894 478 8.0
894 487 24.0
894 489 30.0
894 555 36.0
894 561 8.0
894 608 12.0
894 628 47.0
894 655 34.0
894 668 42.0
894 683 35.0
894 687 16.0
894 720 43.0
894 729 12.0
894 734 31.0
894 738 5.0
894 743 46.0
894 758 2.0
894 762 32.0
894 788 36.0
894 800 2.0
894 806 8.0
894 829 25.0
894 925 4.0
894 959 15.0
894 979 39.0
894 985 45.0
894 992 41.0
895 15 0.0
895 22 13.0
895 32 30.0
895 52 3.0
895 57 25.0
895 84 18.0
895 135 36.0
895 139 7.0
895 168 32.0
895 181 4.0
895 182 4.0
895 194 37.0
895 216 7.0
895 304 1.0
895 328 3.0
895 380 0.0
895 395 3.0
895 401 12.0
895 423 24.0
895 447 15.0
895 472 34.0
895 529 16.0
895 550 25.0
895 603 0.0
895 657 1.0
895 711 4.0
895 729 29.0
895 770 7.0
895 786 17.0
895 812 18.0
895 818 4.0
895 839 14.0
895 842 2.0
895 844 40.0
895 849 26.0
895 850 30.0
895 851 19.0
895 855 30.0
895 861 2.0
895 904 0.0
895 927 29.0
895 932 37.0
895 933 35.0
895 944 0.0
895 945 19.0
895 956 18.0
895 987 36.0
896 11 16.0
896 23 28.0
896 71 45.0
896 77 1.0
896 81 39.0
896 112 8.0
896 127 39.0
896 169 0.0
896 187 0.0
896 205 45.0
896 217 37.0
896 235 9.0
896 253 5.0
896 287 24.0
896 308 44.0
896 316 22.0
896 332 30.0
896 387 2.0
896 404 32.0
896 410 14.0
896 411 30.0
896 462 35.0
896 468 38.0
896 484 4.0
896 491 17.0
896 505 7.0
896 521 18.0
896 533 40.0
896 561 40.0
896 572 32.0
896 603 43.0
896 611 30.0
896 622 5.0
896 623 42.0
896 627 28.0
896 630 36.0
896 641 18.0
896 647 36.0
896 653 47.0
896 657 34.0
896 662 50.0
896 686 44.0
896 717 50.0
896 737 14.0
896 833 49.0
896 854 30.0
896 855 2.0
896 861 42.0
896 876 22.0
896 883 49.0
896 884 42.0
896 895 39.0
896 899 15.0
896 901 0.0
896 906 39.0
896 908 38.0
896 940 12.0
896 944 44.0
896 950 38.0
896 960 39.0
896 982 44.0
896 984 51.0
897 1 41.0
897 5 14.0
897 60 11.0
897 81 20.0
897 98 3.0
897 102 35.0
897 124 44.0
897 162 23.0
897 207 9.0
897 209 39.0
897 217 45.0
897 284 12.0
897 315 30.0
897 321 39.0
897 329 8.0
897 332 19.0
897 364 17.0
897 378 3.0
897 395 3.0
897 411 47.0
897 451 40.0
897 461 14.0
897 485 15.0
897 487 3.0
897 506 30.0
897 546 44.0
897 552 35.0
897 579 36.0
897 598 37.0
897 602 0.0
897 641 35.0
897 642 26.0
897 670 21.0
897 729 45.0
897 765 45.0
897 777 24.0
897 792 35.0
897 817 37.0
897 835 32.0
897 881 47.0
897 892 55.0
897 908 48.0
897 918 5.0
897 961 6.0
898 10 7.0
898 15 20.0
898 42 2.0
898 62 39.0
898 66 7.0
898 74 37.0
898 148 37.0
898 189 39.0
898 228 33.0
898 294 39.0
898 295 42.0
898 296 12.0
898 307 37.0
898 310 33.0
898 312 35.0
898 326 26.0
898 343 32.0
898 362 13.0
898 383 35.0
898 385 9.0
898 411 2.0
898 421 1.0
898 437 26.0
898 459 13.0
898 473 21.0
898 591 33.0
898 635 11.0
898 637 9.0
898 733 1.0
898 829 18.0
898 838 42.0
898 922 17.0
898 943 29.0
898 960 25.0
898 964 45.0
898 990 13.0
899 33 26.0
899 75 12.0
899 89 41.0
899 128 42.0
899 146 26.0
899 170 14.0
899 186 17.0
899 188 17.0
899 242 43.0
899 246 3.0
899 285 8.0
899 306 41.0
899 364 32.0
899 367 17.0
899 378 0.0
899 379 12.0
899 394 19.0
899 399 19.0
899 405 30.0
899 428 36.0
899 436 39.0
899 494 27.0
899 532 8.0
899 533 8.0
899 538 31.0
899 577 9.0
899 611 7.0
899 614 35.0
899 635 49.0
899 654 19.0
899 660 12.0
899 665 35.0
899 704 1.0
899 722 11.0
899 741 47.0
899 795 9.0
899 796 4.0
899 939 24.0
899 960 12.0
900 107 34.0
900 109 41.0
900 122 26.0
900 148 10.0
900 247 24.0
900 249 44.0
900 306 29.0
900 330 40.0
900 339 5.0
900 341 18.0
900 381 10.0
900 436 19.0
900 443 37.0
900 464 6.0
900 555 1.0
900 577 28.0
900 589 31.0
900 632 37.0
900 672 5.0
900 675 28.0
900 765 35.0
900 827 43.0
900 838 5.0
900 860 49.0
900 870 27.0
900 882 8.0
900 890 35.0
900 938 36.0
900 940 42.0
900 941 39.0
900 977 5.0
900 997 28.0
901 8 32.0
901 27 23.0
901 50 0.0
901 56 5.0
901 74 24.0
901 132 37.0
901 160 41.0
901 162 44.0
901 164 1.0
901 205 43.0
901 224 30.0
901 230 46.0
901 258 2.0
901 270 51.0
901 289 53.0
901 299 7.0
901 376 28.0
901 399 35.0
901 423 5.0
901 446 47.0
901 477 42.0
901 484 7.0
901 507 33.0
901 565 6.0
901 580 27.0
901 605 32.0
901 612 31.0
901 666 18.0
901 673 25.0
901 734 15.0
901 745 27.0
901 755 1.0
901 757 21.0
901 792 34.0
901 798 27.0
901 806 46.0
901 825 35.0
901 860 52.0
901 862 32.0
901 865 29.0
901 875 33.0
901 879 41.0
901 895 32.0
901 899 39.0
901 903 31.0
901 930 37.0
901 934 14.0
901 996 7.0
902 27 25.0
902 55 24.0
902 109 47.0
902 112 5.0
902 189 33.0
902 225 30.0
902 243 10.0
902 263 12.0
902 269 3.0
902 303 25.0
902 311 31.0
902 343 6.0
902 447 25.0
902 456 3.0
902 459 0.0
902 464 34.0
902 482 33.0
902 524 3.0
902 532 39.0
902 553 9.0
902 595 23.0
902 639 11.0
902 649 46.0
902 652 39.0
902 692 44.0
902 702 11.0
902 709 26.0
902 737 8.0
902 754 44.0
902 841 43.0
902 860 21.0
902 898 32.0
902 914 26.0
902 918 5.0
902 925 25.0
902 952 28.0
902 977 5.0
902 987 25.0
903 3 39.0
903 8 32.0
903 12 30.0
903 47 34.0
903 54 29.0
903 72 8.0
903 76 20.0
903 100 40.0
903 111 11.0
903 118 9.0
903 123 11.0
903 136 43.0
903 179 44.0
903 180 27.0
903 184 48.0
903 198 22.0
903 200 17.0
903 201 27.0
903 203 7.0
903 231 13.0
903 242 20.0
903 251 28.0
903 259 42.0
903 325 30.0
903 379 18.0
903 391 22.0
903 408 29.0
903 420 18.0
903 429 14.0
903 452 27.0
903 458 43.0
903 462 48.0
903 484 12.0
903 506 8.0
903 515 20.0
903 520 18.0
903 544 44.0
903 596 16.0
903 608 46.0
903 615 14.0
903 623 30.0
903 645 30.0
903 710 11.0
903 750 40.0
903 762 38.0
903 765 22.0
903 772 39.0
903 785 33.0
903 861 11.0
903 865 30.0
903 883 21.0
903 893 33.0
903 910 44.0
903 925 9.0
903 942 3.0
903 953 24.0
904 2 14.0
904 5 34.0
904 11 27.0
904 51 12.0
904 72 17.0
904 118 15.0
904 142 14.0
904 149 27.0
904 160 20.0
904 201 18.0
904 236 39.0
904 259 14.0
904 348 26.0
904 386 2.0
904 409 7.0
904 436 23.0
904 447 17.0
904 448 20.0
904 460 3.0
904 466 34.0
904 474 27.0
904 504 17.0
904 521 3.0
904 550 23.0
904 654 36.0
904 676 33.0
904 700 2.0
904 720 12.0
904 728 9.0
904 809 6.0
904 844 3.0
904 852 10.0
904 882 30.0
904 899 0.0
904 924 23.0
904 942 37.0
904 943 12.0
904 948 33.0
904 960 3.0
904 974 37.0
904 989 13.0
905 2 28.0
905 14 36.0
905 55 7.0
905 56 24.0
905 68 4.0
905 129 35.0
905 135 28.0
905 142 16.0
905 212 14.0
905 222 4.0
905 232 13.0
905 256 6.0
905 257 12.0
905 279 23.0
905 303 37.0
905 307 12.0
905 317 18.0
905 321 3.0
905 330 17.0
905 333 29.0
905 335 36.0
905 340 5.0
905 369 20.0
905 387 8.0
905 413 3.0
905 436 37.0
905 492 33.0
905 496 9.0
905 518 24.0
905 535 29.0
905 561 48.0
905 620 9.0
905 626 25.0
905 686 7.0
905 693 38.0
905 732 11.0
905 779 17.0
905 796 19.0
905 808 42.0
905 837 5.0
905 853 10.0
905 880 18.0
905 908 36.0
905 981 35.0
905 983 6.0
905 996 48.0
906 9 27.0
906 37 10.0
906 48 17.0
906 62 4.0
906 160 26.0
906 173 33.0
906 194 23.0
906 214 22.0
906 244 7.0
906 273 37.0
906 317 18.0
906 360 44.0
906 371 26.0
906 382 34.0
906 387 16.0
906 409 43.0
906 428 23.0
906 443 38.0
906 447 14.0
906 473 13.0
906 509 6.0
906 559 18.0
906 590 17.0
906 640 28.0
906 646 0.0
906 667 20.0
906 771 10.0
906 780 24.0
906 797 39.0
906 811 17.0
906 828 10.0
906 833 8.0
906 846 37.0
906 859 34.0
906 862 11.0
906 895 54.0
906 980 27.0
906 982 26.0
906 983 45.0
907 3 16.0
907 18 16.0
907 32 30.0
907 39 17.0
907 60 41.0
907 63 30.0
907 129 14.0
907 131 43.0
907 135 9.0
907 179 11.0
907 187 5.0
907 207 2.0
907 221 6.0
907 268 0.0
907 289 52.0
907 306 41.0
907 307 11.0
907 382 5.0
907 385 19.0
907 407 32.0
907 424 6.0
907 435 17.0
907 443 39.0
907 444 34.0
907 446 32.0
907 471 31.0
907 473 3.0
907 496 21.0
907 514 25.0
907 530 34.0
907 538 29.0
907 545 11.0
907 549 22.0
907 557 22.0
907 587 35.0
907 610 53.0
907 670 25.0
907 682 43.0
907 694 32.0
907 695 38.0
907 731 8.0
907 733 41.0
907 735 45.0
907 758 3.0
907 771 48.0
907 806 7.0
907 835 30.0
907 838 45.0
907 854 20.0
907 885 22.0
907 898 27.0
907 922 48.0
907 925 9.0
907 932 50.0
907 934 46.0
907 973 14.0
907 980 32.0
907 982 49.0
908 33 30.0
908 79 31.0
908 127 37.0
908 168 26.0
908 180 23.0
908 192 6.0
908 213 39.0
908 232 7.0
908 235 13.0
908 237 3.0
908 459 30.0
908 486 23.0
908 489 5.0
908 510 5.0
908 527 24.0
908 555 12.0
908 602 15.0
908 620 20.0
908 704 30.0
908 714 20.0
908 721 39.0
908 737 26.0
908 777 28.0
908 815 42.0
908 825 3.0
908 850 43.0
908 867 37.0
908 913 39.0
908 916 38.0
908 921 0.0
908 926 18.0
909 7 40.0
909 120 10.0
909 150 26.0
909 184 24.0
909 207 32.0
909 218 1.0
909 226 3.0
909 264 21.0
909 277 0.0
909 305 37.0
909 308 19.0
909 312 42.0
909 331 1.0
909 336 5.0
909 366 21.0
909 432 11.0
909 453 7.0
909 475 17.0
909 493 35.0
909 534 30.0
909 546 30.0
909 568 46.0
909 578 37.0
909 602 4.0
909 603 13.0
909 620 4.0
909 632 29.0
909 664 15.0
909 665 42.0
909 668 14.0
909 691 16.0
909 694 3.0
909 697 42.0
909 704 25.0
909 767 32.0
909 811 23.0
909 833 48.0
909 841 20.0
909 879 43.0
909 896 18.0
909 898 38.0
909 943 48.0
909 976 25.0
909 995 17.0
910 21 5.0
910 31 31.0
910 42 0.0
910 83 17.0
910 163 30.0
910 169 27.0
910 195 42.0
910 196 13.0
910 215 21.0
910 216 9.0
910 255 19.0
910 295 19.0
910 297 18.0
910 300 23.0
910 309 2.0
910 318 1.0
910 333 41.0
910 338 11.0
910 350 34.0
910 356 11.0
910 376 13.0
910 432 6.0
910 445 26.0
910 446 29.0
910 464 23.0
910 500 3.0
910 516 41.0
910 520 30.0
910 540 41.0
910 603 14.0
910 609 44.0
910 620 46.0
910 644 48.0
910 663 22.0
910 682 36.0
910 697 13.0
910 728 7.0
910 756 5.0
910 768 20.0
910 778 17.0
910 783 6.0
910 798 36.0
910 808 2.0
910 872 26.0
910 889 40.0
910 939 19.0
910 950 31.0
910 964 36.0
910 966 17.0
910 978 42.0
910 982 0.0
911 24 21.0
911 38 38.0
911 53 42.0
911 69 1.0
911 91 30.0
911 111 22.0
911 113 49.0
911 142 52.0
911 160 21.0
911 176 25.0
911 239 30.0
911 247 23.0
911 250 42.0
911 254 51.0
911 257 25.0
911 268 42.0
911 311 54.0
911 328 3.0
911 347 14.0
911 367 45.0
911 379 12.0
911 392 36.0
911 406 40.0
911 414 31.0
911 416 46.0
911 467 6.0
911 469 33.0
911 484 6.0
911 488 24.0
911 548 18.0
911 588 48.0
911 589 13.0
911 596 27.0
911 603 33.0
911 613 30.0
911 630 45.0
911 667 27.0
911 697 24.0
911 706 44.0
911 759 31.0
911 760 10.0
911 802 25.0
911 892 14.0
911 894 43.0
911 895 49.0
911 902 49.0
911 906 10.0
911 920 29.0
911 923 56.0
911 933 53.0
911 947 22.0
911 967 7.0
911 974 35.0
911 983 51.0
911 995 13.0
911 998 10.0
912 36 39.0
912 42 31.0
912 48 28.0
912 79 15.0
912 84 3.0
912 146 23.0
912 173 6.0
912 205 3.0
912 281 13.0
912 307 43.0
912 324 42.0
912 332 8.0
912 359 10.0
912 396 3.0
912 440 7.0
912 446 25.0
912 453 17.0
912 455 5.0
912 461 17.0
912 467 36.0
912 470 46.0
912 511 41.0
912 529 1.0
912 537 15.0
912 581 17.0
912 599 47.0
912 631 34.0
912 635 5.0
912 658 45.0
912 659 25.0
912 675 19.0
912 683 25.0
912 699 39.0
912 726 26.0
912 754 30.0
912 816 18.0
912 822 1.0
912 825 6.0
912 843 42.0
912 846 31.0
912 854 5.0
912 867 13.0
912 877 5.0
912 880 12.0
912 886 8.0
912 888 38.0
912 892 5.0
912 898 34.0
912 902 10.0
912 945 0.0
912 967 33.0
912 981 31.0
913 11 29.0
913 46 4.0
913 54 6.0
913 76 2.0
913 106 23.0
913 121 32.0
913 122 43.0
913 125 43.0
913 129 44.0
913 158 25.0
913 175 7.0
913 181 1.0
913 200 30.0
913 206 25.0
913 240 15.0
913 300 14.0
913 318 28.0
913 335 41.0
913 366 3.0
913 369 33.0
913 377 47.0
913 380 29.0
913 384 38.0
913 406 11.0
913 469 31.0
913 479 31.0
913 486 7.0
913 555 22.0
913 609 43.0
913 622 20.0
913 625 2.0
913 655 12.0
913 684 0.0
913 724 2.0
913 748 24.0
913 766 52.0
913 773 8.0
913 785 34.0
913 795 48.0
913 801 37.0
913 817 23.0
913 840 33.0
913 848 45.0
913 855 8.0
913 876 30.0
913 883 49.0
913 929 33.0
913 939 28.0
913 945 43.0
913 961 50.0
913 968 16.0
913 975 3.0
913 995 45.0
914 3 23.0
914 12 16.0
914 26 36.0
914 95 14.0
914 131 16.0
914 161 24.0
914 193 8.0
914 235 37.0
914 269 7.0
914 273 22.0
914 282 19.0
914 314 32.0
914 317 3.0
914 335 1.0
914 337 46.0
914 340 38.0
914 346 9.0
914 348 0.0
914 379 31.0
914 385 18.0
914 394 43.0
914 408 51.0
914 430 2.0
914 436 32.0
914 479 10.0
914 482 8.0
914 485 18.0
914 503 49.0
914 517 32.0
914 549 19.0
914 593 24.0
914 600 33.0
914 612 50.0
914 633 49.0
914 638 41.0
914 646 41.0
914 664 39.0
914 680 43.0
914 700 35.0
914 712 8.0
914 722 53.0
914 729 18.0
914 746 19.0
914 755 3.0
914 787 40.0
914 797 33.0
914 800 3.0
914 833 37.0
914 845 9.0
914 867 38.0
914 869 26.0
914 892 25.0
914 895 56.0
914 922 56.0
914 925 35.0
914 929 20.0
914 942 30.0
